prob.cluster1	prob.cluster2	prob.cluster3	prob.cluster4	prob.cluster5	prob.cluster6	prob.cluster7	prob.cluster8	prob.cluster9	prob.cluster10	prob.cluster11	prob.cluster12	prob.cluster13	prob.cluster14	most.likely.cluster
0	0	0	0.005	0.048	0.019	0.928	0	0	0	0	0	0	0	7
0	0	0.025	0.769	0.079	0.013	0.114	0	0	0	0	0	0	0	4
0	0.754	0.236	0.01	0	0	0	0	0	0	0	0	0	0	2
0	0.027	0.322	0.644	0.006	0	0.001	0	0	0	0	0	0	0	4
0	0	0.03	0.733	0.095	0.015	0.127	0	0	0	0	0	0	0	4
0	0.16	0.428	0.407	0.004	0	0.001	0	0	0	0	0	0	0	3
0	0	0	0	0.003	0.005	0.991	0.001	0	0	0	0	0	0	7
0	0.099	0.427	0.471	0.001	0	0.002	0	0	0	0	0	0	0	4
0	0	0.018	0.786	0.106	0.008	0.082	0	0	0	0	0	0	0	4
0	0	0	0.05	0.052	0.021	0.877	0	0	0	0	0	0	0	7
0	0	0.045	0.837	0.062	0.003	0.053	0	0	0	0	0	0	0	4
0	0.287	0.417	0.292	0.003	0	0.001	0	0	0	0	0	0	0	3
0	0	0	0.004	0.022	0.009	0.965	0	0	0	0	0	0	0	7
0	0	0	0.099	0.085	0.028	0.788	0	0	0	0	0	0	0	7
0	0.007	0.35	0.637	0.005	0	0.001	0	0	0	0	0	0	0	4
0	0	0	0.016	0.019	0.009	0.956	0	0	0	0	0	0	0	7
0	0.004	0.258	0.727	0.01	0.001	0	0	0	0	0	0	0	0	4
0	0	0	0	0.002	0.003	0.994	0.001	0	0	0	0	0	0	7
0	0	0	0	0.004	0.004	0.992	0	0	0	0	0	0	0	7
0	0	0	0.017	0.032	0.014	0.937	0	0	0	0	0	0	0	7
0.001	0.848	0.149	0.002	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0.001	0.009	0.006	0.984	0	0	0	0	0	0	0	7
0	0.531	0.365	0.104	0	0	0	0	0	0	0	0	0	0	2
0	0	0.003	0.232	0.102	0.029	0.634	0	0	0	0	0	0	0	7
0	0	0	0	0.006	0.009	0.985	0	0	0	0	0	0	0	7
0	0	0.037	0.712	0.084	0.01	0.157	0	0	0	0	0	0	0	4
0	0	0.067	0.685	0.077	0.01	0.161	0	0	0	0	0	0	0	4
0	0	0	0.009	0.03	0.017	0.944	0	0	0	0	0	0	0	7
0	0	0.088	0.702	0.053	0.007	0.15	0	0	0	0	0	0	0	4
0	0	0.002	0.067	0.046	0.012	0.873	0	0	0	0	0	0	0	7
0	0.506	0.409	0.084	0.001	0	0	0	0	0	0	0	0	0	2
0	0	0.001	0.029	0.048	0.015	0.907	0	0	0	0	0	0	0	7
0	0.112	0.452	0.434	0.001	0	0.001	0	0	0	0	0	0	0	3
0	0.004	0.147	0.813	0.031	0	0.005	0	0	0	0	0	0	0	4
0	0.271	0.564	0.165	0	0	0	0	0	0	0	0	0	0	3
0	0.019	0.276	0.692	0.008	0	0.005	0	0	0	0	0	0	0	4
0	0	0.011	0.344	0.099	0.022	0.524	0	0	0	0	0	0	0	7
0	0.03	0.222	0.71	0.016	0.003	0.019	0	0	0	0	0	0	0	4
0	0.008	0.198	0.759	0.017	0.001	0.017	0	0	0	0	0	0	0	4
0	0	0	0.029	0.055	0.023	0.893	0	0	0	0	0	0	0	7
0	0.002	0.18	0.792	0.02	0.002	0.004	0	0	0	0	0	0	0	4
0	0	0	0	0.002	0.001	0.997	0	0	0	0	0	0	0	7
0	0	0	0	0.003	0.005	0.991	0	0.001	0	0	0	0	0	7
0	0.053	0.451	0.493	0.003	0	0	0	0	0	0	0	0	0	4
0	0.323	0.41	0.262	0.004	0	0.001	0	0	0	0	0	0	0	3
0	0	0	0	0.003	0.003	0.993	0.001	0	0	0	0	0	0	7
0	0	0.009	0.297	0.115	0.027	0.552	0	0	0	0	0	0	0	7
0	0.827	0.166	0.007	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0.001	0.011	0.005	0.983	0	0	0	0	0	0	0	7
0	0.097	0.493	0.408	0.001	0	0.001	0	0	0	0	0	0	0	3
0	0.441	0.45	0.109	0	0	0	0	0	0	0	0	0	0	3
0.001	0.834	0.159	0.006	0	0	0	0	0	0	0	0	0	0	2
0	0	0.029	0.856	0.062	0.006	0.047	0	0	0	0	0	0	0	4
0	0.01	0.274	0.708	0.006	0	0.002	0	0	0	0	0	0	0	4
0	0	0	0.044	0.066	0.016	0.874	0	0	0	0	0	0	0	7
0	0	0.014	0.514	0.108	0.023	0.341	0	0	0	0	0	0	0	4
0	0	0	0.037	0.062	0.023	0.878	0	0	0	0	0	0	0	7
0	0	0	0.032	0.053	0.013	0.902	0	0	0	0	0	0	0	7
0	0	0.028	0.654	0.099	0.015	0.204	0	0	0	0	0	0	0	4
0	0	0.002	0.287	0.127	0.035	0.549	0	0	0	0	0	0	0	7
0	0	0	0.021	0.038	0.02	0.921	0	0	0	0	0	0	0	7
0.006	0.945	0.049	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0.009	0.518	0.134	0.016	0.323	0	0	0	0	0	0	0	4
0	0	0.06	0.802	0.065	0.011	0.062	0	0	0	0	0	0	0	4
0	0.003	0.154	0.81	0.021	0	0.012	0	0	0	0	0	0	0	4
0.002	0.928	0.068	0.002	0	0	0	0	0	0	0	0	0	0	2
0	0	0.075	0.877	0.028	0.004	0.016	0	0	0	0	0	0	0	4
0	0	0	0.016	0.033	0.009	0.942	0	0	0	0	0	0	0	7
0	0	0	0.028	0.072	0.024	0.876	0	0	0	0	0	0	0	7
0	0.002	0.08	0.832	0.048	0.003	0.035	0	0	0	0	0	0	0	4
0	0	0	0.013	0.039	0.015	0.933	0	0	0	0	0	0	0	7
0.002	0.925	0.072	0.001	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0.019	0.039	0.015	0.926	0.001	0	0	0	0	0	0	7
0	0	0	0	0.001	0.004	0.995	0	0	0	0	0	0	0	7
0	0	0	0.003	0.023	0.014	0.96	0	0	0	0	0	0	0	7
0	0.003	0.204	0.781	0.011	0	0.001	0	0	0	0	0	0	0	4
0	0.001	0.018	0.455	0.105	0.024	0.397	0	0	0	0	0	0	0	4
0	0.011	0.229	0.734	0.022	0	0.004	0	0	0	0	0	0	0	4
0	0	0.008	0.218	0.088	0.021	0.665	0	0	0	0	0	0	0	7
0	0	0.002	0.037	0.048	0.017	0.896	0	0	0	0	0	0	0	7
0	0	0.036	0.673	0.093	0.013	0.185	0	0	0	0	0	0	0	4
0	0	0	0.036	0.049	0.011	0.904	0	0	0	0	0	0	0	7
0	0	0.04	0.757	0.065	0.019	0.119	0	0	0	0	0	0	0	4
0	0.002	0.235	0.749	0.007	0	0.007	0	0	0	0	0	0	0	4
0	0	0.106	0.857	0.022	0.003	0.012	0	0	0	0	0	0	0	4
0	0.527	0.377	0.096	0	0	0	0	0	0	0	0	0	0	2
0	0	0.001	0.054	0.053	0.029	0.863	0	0	0	0	0	0	0	7
0	0.199	0.542	0.259	0	0	0	0	0	0	0	0	0	0	3
0	0.057	0.446	0.495	0.002	0	0	0	0	0	0	0	0	0	4
0	0	0	0.015	0.026	0.021	0.938	0	0	0	0	0	0	0	7
0	0	0	0.001	0.021	0.013	0.964	0.001	0	0	0	0	0	0	7
0	0	0.02	0.9	0.067	0.004	0.009	0	0	0	0	0	0	0	4
0	0.004	0.055	0.719	0.05	0.006	0.166	0	0	0	0	0	0	0	4
0	0	0	0	0.017	0.008	0.975	0	0	0	0	0	0	0	7
0	0.118	0.537	0.344	0.001	0	0	0	0	0	0	0	0	0	3
0	0	0	0.002	0.007	0.01	0.981	0	0	0	0	0	0	0	7
0	0	0.001	0.061	0.052	0.02	0.866	0	0	0	0	0	0	0	7
0	0.004	0.189	0.765	0.029	0.001	0.012	0	0	0	0	0	0	0	4
0	0	0	0.038	0.047	0.02	0.895	0	0	0	0	0	0	0	7
0	0	0	0.003	0.036	0.013	0.948	0	0	0	0	0	0	0	7
0	0	0	0	0.006	0.004	0.99	0	0	0	0	0	0	0	7
0	0	0	0.076	0.063	0.017	0.844	0	0	0	0	0	0	0	7
0	0.909	0.09	0.001	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0.135	0.082	0.021	0.762	0	0	0	0	0	0	0	7
0	0	0	0.022	0.043	0.019	0.916	0	0	0	0	0	0	0	7
0	0.001	0.132	0.846	0.017	0.001	0.003	0	0	0	0	0	0	0	4
0	0	0.112	0.776	0.047	0.005	0.06	0	0	0	0	0	0	0	4
0	0.193	0.499	0.306	0.001	0	0.001	0	0	0	0	0	0	0	3
0	0	0	0.051	0.055	0.026	0.868	0	0	0	0	0	0	0	7
0	0	0.011	0.363	0.11	0.026	0.49	0	0	0	0	0	0	0	7
0	0.001	0.025	0.535	0.099	0.018	0.322	0	0	0	0	0	0	0	4
0	0	0	0.002	0.015	0.005	0.978	0	0	0	0	0	0	0	7
0	0.002	0.103	0.759	0.052	0.004	0.08	0	0	0	0	0	0	0	4
0	0.003	0.27	0.717	0.008	0.002	0	0	0	0	0	0	0	0	4
0	0.699	0.27	0.031	0	0	0	0	0	0	0	0	0	0	2
0	0	0.029	0.592	0.099	0.016	0.264	0	0	0	0	0	0	0	4
0.001	0.82	0.165	0.014	0	0	0	0	0	0	0	0	0	0	2
0	0	0.031	0.58	0.091	0.017	0.281	0	0	0	0	0	0	0	4
0	0.795	0.187	0.018	0	0	0	0	0	0	0	0	0	0	2
0	0	0.003	0.13	0.063	0.015	0.789	0	0	0	0	0	0	0	7
0	0	0	0.004	0.02	0.01	0.966	0	0	0	0	0	0	0	7
0	0.006	0.146	0.734	0.044	0.006	0.064	0	0	0	0	0	0	0	4
0	0	0	0.001	0.017	0.005	0.976	0.001	0	0	0	0	0	0	7
0	0	0.001	0.049	0.061	0.021	0.868	0	0	0	0	0	0	0	7
0	0	0.01	0.185	0.083	0.021	0.701	0	0	0	0	0	0	0	7
0	0.288	0.503	0.209	0	0	0	0	0	0	0	0	0	0	3
0	0	0	0.001	0.019	0.014	0.966	0	0	0	0	0	0	0	7
0	0	0	0.013	0.051	0.014	0.922	0	0	0	0	0	0	0	7
0	0.011	0.284	0.692	0.009	0.001	0.003	0	0	0	0	0	0	0	4
0	0	0	0	0.002	0.001	0.987	0.006	0.004	0	0	0	0	0	7
0	0	0	0	0.002	0.003	0.994	0	0.001	0	0	0	0	0	7
0	0	0	0.004	0.022	0.006	0.968	0	0	0	0	0	0	0	7
0	0	0.065	0.8	0.049	0.008	0.078	0	0	0	0	0	0	0	4
0	0	0	0.033	0.081	0.03	0.856	0	0	0	0	0	0	0	7
0	0	0	0.126	0.09	0.038	0.746	0	0	0	0	0	0	0	7
0	0	0.022	0.473	0.096	0.01	0.399	0	0	0	0	0	0	0	4
0	0.006	0.272	0.718	0.003	0.001	0	0	0	0	0	0	0	0	4
0	0	0	0.005	0.015	0.007	0.973	0	0	0	0	0	0	0	7
0	0.02	0.224	0.719	0.023	0.003	0.011	0	0	0	0	0	0	0	4
0	0	0	0.001	0.007	0.006	0.986	0	0	0	0	0	0	0	7
0	0.036	0.4	0.56	0.004	0	0	0	0	0	0	0	0	0	4
0	0	0	0.001	0.014	0.006	0.979	0	0	0	0	0	0	0	7
0	0	0	0.003	0.009	0.009	0.979	0	0	0	0	0	0	0	7
0	0	0	0.07	0.071	0.022	0.837	0	0	0	0	0	0	0	7
0	0.051	0.433	0.513	0.003	0	0	0	0	0	0	0	0	0	4
0	0.086	0.154	0.461	0.035	0.006	0.258	0	0	0	0	0	0	0	4
0	0	0	0.016	0.046	0.021	0.917	0	0	0	0	0	0	0	7
0	0	0	0	0.004	0.002	0.992	0.002	0	0	0	0	0	0	7
0	0	0	0.003	0.017	0.005	0.974	0.001	0	0	0	0	0	0	7
0	0	0	0.089	0.09	0.028	0.793	0	0	0	0	0	0	0	7
0	0	0	0.014	0.055	0.029	0.902	0	0	0	0	0	0	0	7
0	0.001	0.042	0.695	0.088	0.017	0.157	0	0	0	0	0	0	0	4
0	0	0	0	0.007	0.008	0.985	0	0	0	0	0	0	0	7
0	0.013	0.355	0.63	0.001	0.001	0	0	0	0	0	0	0	0	4
0	0.345	0.448	0.207	0	0	0	0	0	0	0	0	0	0	3
0	0	0	0.023	0.045	0.02	0.912	0	0	0	0	0	0	0	7
0	0.007	0.355	0.636	0.002	0	0	0	0	0	0	0	0	0	4
0	0	0	0.005	0.017	0.004	0.974	0	0	0	0	0	0	0	7
0	0	0.031	0.62	0.098	0.01	0.241	0	0	0	0	0	0	0	4
0	0	0	0	0.003	0	0.993	0.003	0.001	0	0	0	0	0	7
0	0	0.013	0.486	0.106	0.026	0.369	0	0	0	0	0	0	0	4
0	0	0.013	0.414	0.101	0.024	0.448	0	0	0	0	0	0	0	7
0	0.015	0.363	0.617	0.005	0	0	0	0	0	0	0	0	0	4
0	0	0.009	0.429	0.119	0.021	0.422	0	0	0	0	0	0	0	4
0	0	0	0.019	0.042	0.025	0.914	0	0	0	0	0	0	0	7
0	0	0	0.006	0.027	0.012	0.955	0	0	0	0	0	0	0	7
0	0	0	0.001	0.012	0.011	0.976	0	0	0	0	0	0	0	7
0	0	0	0.005	0.024	0.008	0.963	0	0	0	0	0	0	0	7
0	0.011	0.308	0.679	0.002	0	0	0	0	0	0	0	0	0	4
0	0	0	0.002	0.014	0.017	0.967	0	0	0	0	0	0	0	7
0	0	0	0	0.003	0.006	0.991	0	0	0	0	0	0	0	7
0.001	0.727	0.239	0.033	0	0	0	0	0	0	0	0	0	0	2
0	0	0.058	0.877	0.039	0.001	0.025	0	0	0	0	0	0	0	4
0	0.89	0.103	0.007	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0.028	0.054	0.026	0.892	0	0	0	0	0	0	0	7
0	0	0	0.023	0.071	0.031	0.875	0	0	0	0	0	0	0	7
0	0.014	0.255	0.719	0.008	0	0.004	0	0	0	0	0	0	0	4
0	0.192	0.396	0.404	0.005	0.001	0.002	0	0	0	0	0	0	0	4
0	0	0	0.001	0.01	0.009	0.98	0	0	0	0	0	0	0	7
0	0	0.007	0.245	0.106	0.028	0.614	0	0	0	0	0	0	0	7
0	0.637	0.314	0.049	0	0	0	0	0	0	0	0	0	0	2
0	0.003	0.146	0.799	0.03	0.003	0.019	0	0	0	0	0	0	0	4
0	0	0	0	0.006	0.003	0.991	0	0	0	0	0	0	0	7
0	0	0	0.145	0.08	0.027	0.748	0	0	0	0	0	0	0	7
0	0	0	0.001	0.004	0.01	0.985	0	0	0	0	0	0	0	7
0	0.001	0.143	0.819	0.029	0.001	0.007	0	0	0	0	0	0	0	4
0	0.038	0.503	0.457	0.002	0	0	0	0	0	0	0	0	0	3
0	0.029	0.423	0.547	0.001	0	0	0	0	0	0	0	0	0	4
0	0	0	0.002	0.007	0.006	0.985	0	0	0	0	0	0	0	7
0	0.011	0.378	0.61	0.001	0	0	0	0	0	0	0	0	0	4
0.022	0.904	0.071	0.003	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0.051	0.065	0.017	0.867	0	0	0	0	0	0	0	7
0	0	0	0.018	0.037	0.017	0.928	0	0	0	0	0	0	0	7
0	0.106	0.473	0.418	0.003	0	0	0	0	0	0	0	0	0	3
0	0.604	0.357	0.039	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	0.011	0.008	0.981	0	0	0	0	0	0	0	7
0	0.017	0.333	0.643	0.005	0	0.002	0	0	0	0	0	0	0	4
0	0.666	0.289	0.045	0	0	0	0	0	0	0	0	0	0	2
0	0	0.01	0.43	0.13	0.024	0.406	0	0	0	0	0	0	0	4
0	0	0.017	0.533	0.114	0.022	0.314	0	0	0	0	0	0	0	4
0	0	0	0.039	0.058	0.021	0.882	0	0	0	0	0	0	0	7
0	0	0	0.009	0.021	0.01	0.96	0	0	0	0	0	0	0	7
0	0	0	0.004	0.024	0.01	0.962	0	0	0	0	0	0	0	7
0	0	0	0.001	0.006	0.01	0.982	0.001	0	0	0	0	0	0	7
0	0.361	0.409	0.229	0.001	0	0	0	0	0	0	0	0	0	3
0	0	0.005	0.373	0.129	0.033	0.46	0	0	0	0	0	0	0	7
0	0.002	0.066	0.753	0.061	0.011	0.107	0	0	0	0	0	0	0	4
0	0	0	0.005	0.038	0.019	0.938	0	0	0	0	0	0	0	7
0	0	0.043	0.855	0.061	0.005	0.036	0	0	0	0	0	0	0	4
0	0	0.002	0.08	0.073	0.014	0.831	0	0	0	0	0	0	0	7
0.21	0.783	0.007	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0.061	0.068	0.024	0.847	0	0	0	0	0	0	0	7
0	0.291	0.487	0.22	0.002	0	0	0	0	0	0	0	0	0	3
0	0	0	0.013	0.028	0.011	0.948	0	0	0	0	0	0	0	7
0	0	0.027	0.313	0.066	0.012	0.582	0	0	0	0	0	0	0	7
0	0.002	0.193	0.793	0.011	0	0.001	0	0	0	0	0	0	0	4
0	0	0	0.002	0.014	0.009	0.975	0	0	0	0	0	0	0	7
0	0	0	0.002	0.017	0.005	0.976	0	0	0	0	0	0	0	7
0	0	0	0	0.005	0.008	0.987	0	0	0	0	0	0	0	7
0	0	0	0.002	0.02	0.012	0.966	0	0	0	0	0	0	0	7
0	0	0	0	0.008	0.002	0.99	0	0	0	0	0	0	0	7
0	0.022	0.238	0.721	0.013	0	0.006	0	0	0	0	0	0	0	4
0	0.111	0.608	0.279	0.002	0	0	0	0	0	0	0	0	0	3
0	0	0.005	0.197	0.085	0.022	0.691	0	0	0	0	0	0	0	7
0	0	0	0	0.001	0.002	0.997	0	0	0	0	0	0	0	7
0.03	0.929	0.039	0.002	0	0	0	0	0	0	0	0	0	0	2
0	0.036	0.842	0.122	0	0	0	0	0	0	0	0	0	0	3
0	0.193	0.592	0.215	0	0	0	0	0	0	0	0	0	0	3
0	0	0	0	0.011	0.006	0.983	0	0	0	0	0	0	0	7
0	0	0.001	0.247	0.123	0.027	0.602	0	0	0	0	0	0	0	7
0	0.001	0.197	0.789	0.011	0.001	0.001	0	0	0	0	0	0	0	4
0	0	0.074	0.846	0.048	0.004	0.028	0	0	0	0	0	0	0	4
0	0	0.001	0.044	0.068	0.028	0.859	0	0	0	0	0	0	0	7
0.002	0.885	0.109	0.004	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0.004	0.036	0.016	0.944	0	0	0	0	0	0	0	7
0	0	0	0.056	0.081	0.026	0.837	0	0	0	0	0	0	0	7
0	0	0.029	0.66	0.097	0.019	0.195	0	0	0	0	0	0	0	4
0.006	0.909	0.081	0.004	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	0	0.002	0.989	0.008	0.001	0	0	0	0	0	7
0	0	0	0.004	0.016	0.013	0.967	0	0	0	0	0	0	0	7
0	0	0	0.02	0.04	0.014	0.926	0	0	0	0	0	0	0	7
0	0	0	0.005	0.024	0.011	0.96	0	0	0	0	0	0	0	7
0	0	0	0	0.002	0.005	0.991	0	0.002	0	0	0	0	0	7
0	0.003	0.247	0.746	0.004	0	0	0	0	0	0	0	0	0	4
0	0	0.001	0.094	0.102	0.027	0.776	0	0	0	0	0	0	0	7
0	0	0.011	0.241	0.076	0.019	0.653	0	0	0	0	0	0	0	7
0	0	0.004	0.233	0.138	0.029	0.596	0	0	0	0	0	0	0	7
0	0	0	0.112	0.086	0.033	0.769	0	0	0	0	0	0	0	7
0	0	0	0.024	0.056	0.023	0.897	0	0	0	0	0	0	0	7
0	0	0	0.002	0.017	0.01	0.971	0	0	0	0	0	0	0	7
0	0	0.018	0.741	0.094	0.019	0.128	0	0	0	0	0	0	0	4
0	0	0	0.001	0.005	0.003	0.991	0	0	0	0	0	0	0	7
0	0	0.004	0.279	0.096	0.029	0.592	0	0	0	0	0	0	0	7
0	0	0	0.003	0.029	0.017	0.951	0	0	0	0	0	0	0	7
0	0.607	0.349	0.044	0	0	0	0	0	0	0	0	0	0	2
0	0	0.006	0.392	0.135	0.023	0.444	0	0	0	0	0	0	0	7
0	0.018	0.33	0.643	0.008	0	0.001	0	0	0	0	0	0	0	4
0	0	0.004	0.26	0.117	0.026	0.593	0	0	0	0	0	0	0	7
0	0.015	0.25	0.718	0.01	0	0.007	0	0	0	0	0	0	0	4
0	0	0	0	0.011	0.006	0.983	0	0	0	0	0	0	0	7
0.008	0.965	0.027	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0.132	0.85	0.015	0	0.003	0	0	0	0	0	0	0	4
0	0	0	0.011	0.046	0.017	0.926	0	0	0	0	0	0	0	7
0	0	0	0	0.006	0.004	0.99	0	0	0	0	0	0	0	7
0	0.001	0.052	0.863	0.052	0.005	0.027	0	0	0	0	0	0	0	4
0	0.004	0.215	0.779	0.002	0	0	0	0	0	0	0	0	0	4
0	0	0	0.001	0.013	0.01	0.976	0	0	0	0	0	0	0	7
0	0	0	0.003	0.028	0.015	0.954	0	0	0	0	0	0	0	7
0	0.001	0.096	0.861	0.027	0.003	0.012	0	0	0	0	0	0	0	4
0	0	0.018	0.509	0.105	0.025	0.343	0	0	0	0	0	0	0	4
0	0	0	0.004	0.031	0.015	0.95	0	0	0	0	0	0	0	7
0	0	0	0.014	0.027	0.013	0.946	0	0	0	0	0	0	0	7
0	0.168	0.618	0.214	0	0	0	0	0	0	0	0	0	0	3
0	0	0	0.002	0.028	0.009	0.961	0	0	0	0	0	0	0	7
0	0	0	0.008	0.031	0.018	0.943	0	0	0	0	0	0	0	7
0	0.047	0.491	0.46	0.002	0	0	0	0	0	0	0	0	0	3
0	0	0.017	0.504	0.089	0.023	0.367	0	0	0	0	0	0	0	4
0	0	0	0.001	0.002	0.011	0.985	0.001	0	0	0	0	0	0	7
0	0	0.038	0.771	0.081	0.011	0.099	0	0	0	0	0	0	0	4
0	0	0	0	0.009	0.003	0.988	0	0	0	0	0	0	0	7
0	0	0.021	0.548	0.086	0.01	0.335	0	0	0	0	0	0	0	4
0	0	0	0.003	0.01	0.005	0.982	0	0	0	0	0	0	0	7
0	0	0	0.036	0.059	0.022	0.883	0	0	0	0	0	0	0	7
0	0	0	0.038	0.057	0.016	0.888	0.001	0	0	0	0	0	0	7
0	0	0	0.003	0.006	0.011	0.98	0	0	0	0	0	0	0	7
0	0	0	0	0.003	0.006	0.991	0	0	0	0	0	0	0	7
0	0	0	0	0	0	0.995	0.004	0.001	0	0	0	0	0	7
0	0	0.009	0.297	0.083	0.026	0.585	0	0	0	0	0	0	0	7
0.004	0.636	0.227	0.129	0.004	0	0	0	0	0	0	0	0	0	2
0	0	0.01	0.347	0.095	0.022	0.526	0	0	0	0	0	0	0	7
0	0	0.141	0.83	0.016	0.002	0.011	0	0	0	0	0	0	0	4
0	0	0	0.016	0.039	0.013	0.932	0	0	0	0	0	0	0	7
0	0	0.094	0.821	0.037	0.004	0.044	0	0	0	0	0	0	0	4
0	0	0	0.015	0.036	0.019	0.93	0	0	0	0	0	0	0	7
0	0.003	0.159	0.791	0.025	0.002	0.02	0	0	0	0	0	0	0	4
0	0.012	0.316	0.661	0.011	0	0	0	0	0	0	0	0	0	4
0	0.094	0.526	0.377	0.003	0	0	0	0	0	0	0	0	0	3
0	0	0	0.006	0.043	0.014	0.937	0	0	0	0	0	0	0	7
0	0	0.042	0.825	0.05	0.01	0.073	0	0	0	0	0	0	0	4
0	0	0.044	0.765	0.078	0.01	0.103	0	0	0	0	0	0	0	4
0	0	0.008	0.299	0.129	0.031	0.533	0	0	0	0	0	0	0	7
0	0	0	0.004	0.019	0.005	0.97	0.002	0	0	0	0	0	0	7
0	0	0	0.001	0.006	0.009	0.983	0.001	0	0	0	0	0	0	7
0	0	0.001	0.046	0.053	0.023	0.877	0	0	0	0	0	0	0	7
0	0	0	0.011	0.027	0.012	0.95	0	0	0	0	0	0	0	7
0	0	0.023	0.728	0.096	0.015	0.138	0	0	0	0	0	0	0	4
0	0	0.005	0.357	0.11	0.024	0.504	0	0	0	0	0	0	0	7
0.006	0.9	0.091	0.003	0	0	0	0	0	0	0	0	0	0	2
0	0.685	0.286	0.029	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0.008	0.029	0.013	0.95	0	0	0	0	0	0	0	7
0.002	0.964	0.034	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0.03	0.046	0.028	0.896	0	0	0	0	0	0	0	7
0	0	0	0.066	0.072	0.017	0.845	0	0	0	0	0	0	0	7
0	0	0.012	0.565	0.133	0.018	0.272	0	0	0	0	0	0	0	4
0.005	0.923	0.065	0.007	0	0	0	0	0	0	0	0	0	0	2
0	0.009	0.203	0.752	0.016	0.004	0.016	0	0	0	0	0	0	0	4
0	0	0.146	0.839	0.012	0	0.003	0	0	0	0	0	0	0	4
0	0.423	0.474	0.103	0	0	0	0	0	0	0	0	0	0	3
0.001	0.58	0.358	0.061	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0.005	0.015	0.013	0.967	0	0	0	0	0	0	0	7
0	0	0.009	0.448	0.11	0.019	0.414	0	0	0	0	0	0	0	4
0	0.215	0.586	0.199	0	0	0	0	0	0	0	0	0	0	3
0	0.196	0.464	0.335	0.003	0	0.002	0	0	0	0	0	0	0	3
0	0	0	0.029	0.065	0.022	0.884	0	0	0	0	0	0	0	7
0	0.001	0.12	0.823	0.037	0.006	0.013	0	0	0	0	0	0	0	4
0	0	0	0.226	0.148	0.041	0.585	0	0	0	0	0	0	0	7
0	0.018	0.262	0.705	0.01	0.001	0.004	0	0	0	0	0	0	0	4
0	0.152	0.457	0.389	0.002	0	0	0	0	0	0	0	0	0	3
0	0	0	0.006	0.013	0.014	0.967	0	0	0	0	0	0	0	7
0	0	0	0.013	0.034	0.021	0.932	0	0	0	0	0	0	0	7
0	0.656	0.278	0.066	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	0.005	0.007	0.987	0.001	0	0	0	0	0	0	7
0	0	0	0.006	0.02	0.01	0.964	0	0	0	0	0	0	0	7
0	0	0	0.023	0.034	0.025	0.918	0	0	0	0	0	0	0	7
0	0.392	0.422	0.185	0.001	0	0	0	0	0	0	0	0	0	3
0	0.043	0.458	0.497	0.002	0	0	0	0	0	0	0	0	0	4
0	0	0.082	0.872	0.025	0.001	0.02	0	0	0	0	0	0	0	4
0	0.03	0.382	0.583	0.003	0	0.002	0	0	0	0	0	0	0	4
0	0	0.067	0.857	0.042	0.001	0.033	0	0	0	0	0	0	0	4
0	0	0	0.142	0.116	0.03	0.712	0	0	0	0	0	0	0	7
0	0	0.007	0.48	0.141	0.02	0.352	0	0	0	0	0	0	0	4
0.001	0.733	0.239	0.027	0	0	0	0	0	0	0	0	0	0	2
0.023	0.95	0.026	0.001	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0.016	0.03	0.016	0.938	0	0	0	0	0	0	0	7
0	0.219	0.436	0.341	0.003	0	0.001	0	0	0	0	0	0	0	3
0	0	0	0.065	0.059	0.023	0.853	0	0	0	0	0	0	0	7
0.013	0.891	0.088	0.008	0	0	0	0	0	0	0	0	0	0	2
0	0.001	0.076	0.839	0.047	0.002	0.035	0	0	0	0	0	0	0	4
0	0	0	0.031	0.041	0.018	0.91	0	0	0	0	0	0	0	7
0	0	0	0.03	0.043	0.013	0.914	0	0	0	0	0	0	0	7
0	0	0	0.023	0.027	0.014	0.936	0	0	0	0	0	0	0	7
0	0	0	0	0.004	0.001	0.985	0.006	0.004	0	0	0	0	0	7
0	0.001	0.011	0.197	0.054	0.018	0.719	0	0	0	0	0	0	0	7
0	0.002	0.107	0.835	0.025	0.006	0.025	0	0	0	0	0	0	0	4
0	0.005	0.269	0.721	0.004	0	0.001	0	0	0	0	0	0	0	4
0	0.014	0.618	0.368	0	0	0	0	0	0	0	0	0	0	3
0	0.01	0.194	0.753	0.014	0.003	0.026	0	0	0	0	0	0	0	4
0	0.441	0.294	0.255	0.004	0	0.006	0	0	0	0	0	0	0	2
