prob.cluster1	prob.cluster2	prob.cluster3	prob.cluster4	prob.cluster5	prob.cluster6	prob.cluster7	prob.cluster8	prob.cluster9	prob.cluster10	prob.cluster11	prob.cluster12	prob.cluster13	prob.cluster14	prob.cluster15	prob.cluster16	most.likely.cluster
0	0	0	0.074	0.926	0	0	0	0	0	0	0	0	0	0	0	5
0	0.184	0.434	0.38	0.002	0	0	0	0	0	0	0	0	0	0	0	3
0	0.004	0.278	0.704	0.014	0	0	0	0	0	0	0	0	0	0	0	4
0	0.442	0.399	0.159	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0.05	0.382	0.565	0.003	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.036	0.376	0.588	0	0	0	0	0	0	0	0	0	0	0	5
0	0.046	0.345	0.592	0.017	0	0	0	0	0	0	0	0	0	0	0	4
0	0.013	0.315	0.66	0.012	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.002	0.076	0.922	0	0	0	0	0	0	0	0	0	0	0	5
0	0.002	0.291	0.694	0.013	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.001	0.999	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.002	0.997	0.001	0	0	0	0	0	0	0	0	0	0	5
0	0.11	0.446	0.444	0	0	0	0	0	0	0	0	0	0	0	0	3
0	0.483	0.328	0.187	0.002	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.039	0.345	0.616	0	0	0	0	0	0	0	0	0	0	0	5
0	0.921	0.073	0.006	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0.009	0.991	0	0	0	0	0	0	0	0	0	0	0	5
0	0.186	0.438	0.375	0.001	0	0	0	0	0	0	0	0	0	0	0	3
0	0.605	0.287	0.108	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0.934	0.06	0.006	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0.001	0.129	0.82	0.05	0	0	0	0	0	0	0	0	0	0	0	4
0	0.024	0.382	0.591	0.003	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.002	0.082	0.916	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.053	0.572	0.375	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.002	0.083	0.915	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.003	0.055	0.942	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.095	0.643	0.262	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.025	0.377	0.598	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.003	0.043	0.954	0	0	0	0	0	0	0	0	0	0	0	5
0.005	0.981	0.013	0.001	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0.044	0.59	0.366	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.145	0.74	0.115	0	0	0	0	0	0	0	0	0	0	0	4
0	0.006	0.29	0.688	0.016	0	0	0	0	0	0	0	0	0	0	0	4
0	0.98	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0.202	0.775	0.023	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.027	0.973	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.001	0.048	0.951	0	0	0	0	0	0	0	0	0	0	0	5
0	0.001	0.191	0.763	0.045	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.038	0.962	0	0	0	0	0	0	0	0	0	0	0	5
0	0.972	0.026	0.002	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0.03	0.97	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.009	0.991	0	0	0	0	0	0	0	0	0	0	0	5
0	0.012	0.334	0.651	0.003	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.046	0.516	0.438	0	0	0	0	0	0	0	0	0	0	0	4
0	0.018	0.337	0.63	0.015	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.024	0.266	0.71	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.076	0.924	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.106	0.682	0.212	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.003	0.045	0.952	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.121	0.738	0.141	0	0	0	0	0	0	0	0	0	0	0	4
0	0.007	0.341	0.645	0.007	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.213	0.77	0.017	0	0	0	0	0	0	0	0	0	0	0	4
0	0.667	0.27	0.063	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0.003	0.095	0.902	0	0	0	0	0	0	0	0	0	0	0	5
0	0.352	0.433	0.215	0	0	0	0	0	0	0	0	0	0	0	0	3
0	0.122	0.463	0.414	0.001	0	0	0	0	0	0	0	0	0	0	0	3
0	0	0	0.026	0.974	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.007	0.993	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.098	0.889	0.013	0	0	0	0	0	0	0	0	0	0	0	4
0	0.001	0.124	0.647	0.228	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.006	0.994	0	0	0	0	0	0	0	0	0	0	0	5
0	0.237	0.474	0.289	0	0	0	0	0	0	0	0	0	0	0	0	3
0	0	0	0.002	0.998	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.004	0.093	0.903	0	0	0	0	0	0	0	0	0	0	0	5
0	0.007	0.288	0.683	0.022	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.002	0.078	0.92	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.017	0.983	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.003	0.997	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.007	0.106	0.887	0	0	0	0	0	0	0	0	0	0	0	5
0.001	0.967	0.028	0.004	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0.003	0.169	0.828	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.001	0.037	0.962	0	0	0	0	0	0	0	0	0	0	0	5
0	0.001	0.27	0.724	0.005	0	0	0	0	0	0	0	0	0	0	0	4
0	0.005	0.203	0.734	0.058	0	0	0	0	0	0	0	0	0	0	0	4
0	0.35	0.396	0.253	0.001	0	0	0	0	0	0	0	0	0	0	0	3
0	0	0	0.086	0.914	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.033	0.383	0.584	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.099	0.562	0.339	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.007	0.993	0	0	0	0	0	0	0	0	0	0	0	5
0	0.005	0.19	0.729	0.076	0	0	0	0	0	0	0	0	0	0	0	4
0	0.013	0.353	0.631	0.003	0	0	0	0	0	0	0	0	0	0	0	4
0	0.846	0.128	0.026	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0.001	0.091	0.571	0.337	0	0	0	0	0	0	0	0	0	0	0	4
0.001	0.892	0.093	0.014	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0.091	0.593	0.316	0	0	0	0	0	0	0	0	0	0	0	4
0	0.91	0.076	0.014	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0.011	0.145	0.844	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.013	0.987	0	0	0	0	0	0	0	0	0	0	0	5
0	0.012	0.231	0.694	0.063	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.005	0.994	0	0	0.001	0	0	0	0	0	0	0	0	5
0	0	0.001	0.094	0.905	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.026	0.246	0.728	0	0	0	0	0	0	0	0	0	0	0	5
0	0.459	0.403	0.138	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0.006	0.994	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.056	0.944	0	0	0	0	0	0	0	0	0	0	0	5
0	0.03	0.366	0.597	0.007	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0	0.997	0.002	0	0	0.001	0	0	0	0	0	0	0	5
0	0	0	0	0.999	0	0.001	0	0	0	0	0	0	0	0	0	5
0	0	0.001	0.011	0.988	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.181	0.744	0.075	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.001	0.078	0.921	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.003	0.168	0.829	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.058	0.451	0.491	0	0	0	0	0	0	0	0	0	0	0	5
0	0.015	0.384	0.601	0	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.01	0.99	0	0	0	0	0	0	0	0	0	0	0	5
0	0.036	0.336	0.601	0.027	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.004	0.996	0	0	0	0	0	0	0	0	0	0	0	5
0	0.07	0.449	0.481	0	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.004	0.996	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.005	0.995	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.003	0.094	0.903	0	0	0	0	0	0	0	0	0	0	0	5
0	0.107	0.458	0.435	0	0	0	0	0	0	0	0	0	0	0	0	3
0	0.125	0.226	0.404	0.245	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.001	0.04	0.959	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0	0.999	0.001	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.009	0.991	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.002	0.158	0.84	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.048	0.952	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.114	0.669	0.217	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.002	0.998	0	0	0	0	0	0	0	0	0	0	0	5
0	0.025	0.467	0.508	0	0	0	0	0	0	0	0	0	0	0	0	4
0	0.46	0.373	0.167	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0.06	0.94	0	0	0	0	0	0	0	0	0	0	0	5
0	0.039	0.496	0.465	0	0	0	0	0	0	0	0	0	0	0	0	3
0	0	0	0.011	0.989	0	0	0	0	0	0	0	0	0	0	0	5
0	0.001	0.078	0.635	0.286	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.001	0.999	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.057	0.518	0.425	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.045	0.444	0.511	0	0	0	0	0	0	0	0	0	0	0	5
0	0.031	0.445	0.523	0.001	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.05	0.463	0.487	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.057	0.943	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.017	0.983	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.01	0.99	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.02	0.98	0	0	0	0	0	0	0	0	0	0	0	5
0	0.02	0.405	0.575	0	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.013	0.987	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.001	0.999	0	0	0	0	0	0	0	0	0	0	0	5
0	0.82	0.141	0.039	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0.172	0.797	0.031	0	0	0	0	0	0	0	0	0	0	0	4
0	0.967	0.029	0.004	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0.001	0.062	0.937	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.001	0.074	0.925	0	0	0	0	0	0	0	0	0	0	0	5
0	0.035	0.368	0.592	0.005	0	0	0	0	0	0	0	0	0	0	0	4
0	0.263	0.385	0.352	0	0	0	0	0	0	0	0	0	0	0	0	3
0	0	0	0.007	0.993	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.022	0.351	0.627	0	0	0	0	0	0	0	0	0	0	0	5
0	0.793	0.172	0.035	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0.007	0.246	0.715	0.032	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.006	0.207	0.787	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.005	0.995	0	0	0	0	0	0	0	0	0	0	0	5
0	0.006	0.281	0.702	0.011	0	0	0	0	0	0	0	0	0	0	0	4
0	0.075	0.52	0.405	0	0	0	0	0	0	0	0	0	0	0	0	3
0	0.065	0.447	0.488	0	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.003	0.997	0	0	0	0	0	0	0	0	0	0	0	5
0	0.038	0.479	0.483	0	0	0	0	0	0	0	0	0	0	0	0	4
0.01	0.967	0.02	0.003	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0.002	0.081	0.917	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.036	0.964	0	0	0	0	0	0	0	0	0	0	0	5
0	0.19	0.462	0.348	0	0	0	0	0	0	0	0	0	0	0	0	3
0	0.795	0.178	0.027	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0.003	0.997	0	0	0	0	0	0	0	0	0	0	0	5
0	0.032	0.447	0.518	0.003	0	0	0	0	0	0	0	0	0	0	0	4
0	0.785	0.171	0.044	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0.04	0.494	0.466	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.048	0.579	0.373	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.002	0.078	0.92	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.015	0.985	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.013	0.987	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.002	0.998	0	0	0	0	0	0	0	0	0	0	0	5
0	0.475	0.333	0.192	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0.027	0.393	0.58	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.153	0.718	0.129	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.031	0.969	0	0	0	0	0	0	0	0	0	0	0	5
0	0.001	0.125	0.823	0.051	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.005	0.138	0.857	0	0	0	0	0	0	0	0	0	0	0	5
0.199	0.801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0.004	0.093	0.903	0	0	0	0	0	0	0	0	0	0	0	5
0	0.442	0.372	0.186	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0.025	0.975	0	0	0	0	0	0	0	0	0	0	0	5
0	0.003	0.075	0.309	0.613	0	0	0	0	0	0	0	0	0	0	0	5
0	0.001	0.339	0.658	0.002	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.006	0.994	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.003	0.997	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.001	0.998	0	0	0.001	0	0	0	0	0	0	0	0	5
0	0	0	0.009	0.991	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.001	0.999	0	0	0	0	0	0	0	0	0	0	0	5
0	0.03	0.338	0.621	0.011	0	0	0	0	0	0	0	0	0	0	0	4
0	0.241	0.495	0.264	0	0	0	0	0	0	0	0	0	0	0	0	3
0	0	0.012	0.263	0.725	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0	0.999	0	0.001	0	0	0	0	0	0	0	0	0	5
0.046	0.938	0.016	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0.168	0.683	0.149	0	0	0	0	0	0	0	0	0	0	0	0	3
0	0.371	0.45	0.179	0	0	0	0	0	0	0	0	0	0	0	0	3
0	0	0	0.003	0.997	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.013	0.325	0.662	0	0	0	0	0	0	0	0	0	0	0	5
0	0.006	0.308	0.684	0.002	0	0	0	0	0	0	0	0	0	0	0	4
0	0.003	0.181	0.751	0.065	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.002	0.09	0.908	0	0	0	0	0	0	0	0	0	0	0	5
0.002	0.933	0.058	0.007	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0.018	0.982	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.002	0.102	0.896	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.082	0.656	0.262	0	0	0	0	0	0	0	0	0	0	0	4
0.001	0.961	0.031	0.007	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0	0.999	0	0	0.001	0	0	0	0	0	0	0	0	5
0	0	0	0.017	0.983	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.035	0.965	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.001	0.012	0.987	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.002	0.997	0	0.001	0	0	0	0	0	0	0	0	0	5
0	0.01	0.346	0.644	0	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.004	0.126	0.87	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.037	0.277	0.686	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.011	0.29	0.699	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.01	0.182	0.808	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.001	0.053	0.946	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.005	0.995	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.074	0.773	0.153	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.003	0.996	0.001	0	0	0	0	0	0	0	0	0	0	5
0	0.001	0.018	0.309	0.672	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.016	0.984	0	0	0	0	0	0	0	0	0	0	0	5
0	0.763	0.202	0.035	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0.027	0.424	0.549	0	0	0	0	0	0	0	0	0	0	0	5
0	0.04	0.424	0.536	0	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.017	0.303	0.68	0	0	0	0	0	0	0	0	0	0	0	5
0	0.025	0.324	0.642	0.009	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.008	0.992	0	0	0	0	0	0	0	0	0	0	0	5
0.006	0.985	0.009	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0.003	0.286	0.709	0.002	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.033	0.967	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.002	0.998	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.165	0.795	0.04	0	0	0	0	0	0	0	0	0	0	0	4
0	0.005	0.386	0.608	0.001	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.011	0.989	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.011	0.989	0	0	0	0	0	0	0	0	0	0	0	5
0	0.001	0.222	0.76	0.017	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.068	0.558	0.374	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.027	0.973	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.001	0.018	0.981	0	0	0	0	0	0	0	0	0	0	0	5
0	0.343	0.451	0.206	0	0	0	0	0	0	0	0	0	0	0	0	3
0	0	0	0.013	0.987	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.001	0.018	0.981	0	0	0	0	0	0	0	0	0	0	0	5
0	0.097	0.518	0.385	0	0	0	0	0	0	0	0	0	0	0	0	3
0	0	0.071	0.496	0.433	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.004	0.996	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.109	0.763	0.128	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.001	0.999	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.084	0.552	0.364	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.003	0.997	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.003	0.074	0.923	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.001	0.066	0.933	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.001	0.006	0.992	0.001	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.001	0.999	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0	0.998	0.001	0	0.001	0	0	0	0	0	0	0	0	5
0	0	0.043	0.329	0.628	0	0	0	0	0	0	0	0	0	0	0	5
0.009	0.706	0.174	0.109	0.002	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0.036	0.362	0.602	0	0	0	0	0	0	0	0	0	0	0	5
0	0.002	0.27	0.714	0.014	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.039	0.961	0	0	0	0	0	0	0	0	0	0	0	5
0	0.002	0.216	0.728	0.054	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0	0.026	0.974	0	0	0	0	0	0	0	0	0	0	0	5
0	0.007	0.282	0.673	0.038	0	0	0	0	0	0	0	0	0	0	0	4
0	0.038	0.414	0.545	0.003	0	0	0	0	0	0	0	0	0	0	0	4
0	0.175	0.495	0.33	0	0	0	0	0	0	0	0	0	0	0	0	3
0	0	0	0.03	0.97	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.128	0.77	0.102	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.119	0.741	0.14	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.027	0.354	0.619	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.013	0.987	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.008	0.991	0.001	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.073	0.927	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.024	0.976	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.091	0.714	0.195	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.027	0.405	0.568	0	0	0	0	0	0	0	0	0	0	0	5
0.003	0.949	0.041	0.007	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0.804	0.163	0.033	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0.019	0.981	0	0	0	0	0	0	0	0	0	0	0	5
0.006	0.984	0.009	0.001	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0.001	0.077	0.922	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.006	0.12	0.874	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.046	0.622	0.332	0	0	0	0	0	0	0	0	0	0	0	4
0.006	0.949	0.043	0.002	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0.023	0.317	0.634	0.026	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.291	0.703	0.006	0	0	0	0	0	0	0	0	0	0	0	4
0	0.594	0.322	0.084	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0.758	0.195	0.047	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0.015	0.985	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.044	0.465	0.491	0	0	0	0	0	0	0	0	0	0	0	5
0	0.377	0.455	0.168	0	0	0	0	0	0	0	0	0	0	0	0	3
0	0.32	0.388	0.292	0	0	0	0	0	0	0	0	0	0	0	0	3
0	0	0.001	0.052	0.947	0	0	0	0	0	0	0	0	0	0	0	5
0	0.004	0.242	0.725	0.029	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.005	0.307	0.688	0	0	0	0	0	0	0	0	0	0	0	5
0	0.019	0.339	0.637	0.005	0	0	0	0	0	0	0	0	0	0	0	4
0	0.24	0.458	0.301	0.001	0	0	0	0	0	0	0	0	0	0	0	3
0	0	0	0.016	0.984	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.04	0.96	0	0	0	0	0	0	0	0	0	0	0	5
0	0.759	0.179	0.062	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0.002	0.998	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.013	0.987	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.001	0.044	0.955	0	0	0	0	0	0	0	0	0	0	0	5
0	0.529	0.309	0.161	0.001	0	0	0	0	0	0	0	0	0	0	0	2
0	0.133	0.472	0.393	0.002	0	0	0	0	0	0	0	0	0	0	0	3
0	0.002	0.196	0.774	0.028	0	0	0	0	0	0	0	0	0	0	0	4
0	0.073	0.396	0.528	0.003	0	0	0	0	0	0	0	0	0	0	0	4
0	0.002	0.168	0.787	0.043	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.002	0.236	0.762	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.027	0.534	0.439	0	0	0	0	0	0	0	0	0	0	0	4
0.001	0.857	0.115	0.027	0	0	0	0	0	0	0	0	0	0	0	0	2
0.019	0.972	0.008	0.001	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0.001	0.029	0.97	0	0	0	0	0	0	0	0	0	0	0	5
0	0.294	0.388	0.317	0.001	0	0	0	0	0	0	0	0	0	0	0	3
0	0	0.001	0.091	0.908	0	0	0	0	0	0	0	0	0	0	0	5
0.009	0.93	0.05	0.011	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0.19	0.754	0.056	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.001	0.044	0.955	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.002	0.058	0.94	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0.001	0.028	0.971	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.001	0.994	0.004	0	0	0	0.001	0	0	0	0	0	0	5
0	0	0.025	0.19	0.785	0	0	0	0	0	0	0	0	0	0	0	5
0	0.005	0.244	0.72	0.031	0	0	0	0	0	0	0	0	0	0	0	4
0	0.02	0.393	0.582	0.005	0	0	0	0	0	0	0	0	0	0	0	4
0	0.064	0.607	0.329	0	0	0	0	0	0	0	0	0	0	0	0	3
0	0.015	0.308	0.642	0.035	0	0	0	0	0	0	0	0	0	0	0	4
0.002	0.495	0.268	0.225	0.01	0	0	0	0	0	0	0	0	0	0	0	2
0.001	0.43	0.298	0.263	0.008	0	0	0	0	0	0	0	0	0	0	0	2
0	0.009	0.2	0.608	0.183	0	0	0	0	0	0	0	0	0	0	0	4
0	0	0.005	0.16	0.835	0	0	0	0	0	0	0	0	0	0	0	5
0	0.024	0.338	0.623	0.015	0	0	0	0	0	0	0	0	0	0	0	4
0	0.235	0.317	0.416	0.032	0	0	0	0	0	0	0	0	0	0	0	4
0	0.051	0.261	0.579	0.109	0	0	0	0	0	0	0	0	0	0	0	4
0	0.219	0.368	0.408	0.005	0	0	0	0	0	0	0	0	0	0	0	4
0.007	0.429	0.218	0.269	0.077	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0.12	0.535	0.345	0	0	0	0	0	0	0	0	0	0	0	4
0.005	0.981	0.014	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0.001	0.081	0.539	0.379	0	0	0	0	0	0	0	0	0	0	0	4
0	0.947	0.05	0.003	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0.743	0.197	0.06	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0.836	0.134	0.03	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0	0	0.001	0.999	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5
0	0	0	0.011	0.989	0	0	0	0	0	0	0	0	0	0	0	5
0.133	0.864	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0	0.942	0.05	0.008	0	0	0	0	0	0	0	0	0	0	0	0	2
